id,total_validators,p_active_slots,p_created_blocks,non_empty_block,empty_block,vanilla_blocks,a_active_epochs,a_attested_epochs,a_attested_source,a_attested_target,a_attested_head,inc_distance,sync_rate,block_reward,validation_reward,total_reward,proposal_effectiveness,correctness,attestation_rate,att_effectiveness,effectiveness,partition_date
DSRV,8905,68,68,68,0,0,2003625,2002316,2001354,1997860.0,1946503,1.0318568965129997,96.7265171602094,4.6267161433032875,23.11835563499912,27.745071778306027,1.0,0.98915998086801,0.9993466841350053,0.957994999403522,0.9737468746272012,2024-02-02
Blockdaemon,10001,70,70,70,0,1,2250225,2249112,2247701,2244643.0,2194535,1.0292452368995288,99.0333728928328,6.14512998194293,26.012949793998562,32.15807977594399,1.0,0.9905496857721635,0.9995053827950539,0.9619279325864615,0.9762049578665384,2024-02-02
Simply Staking,9245,69,69,69,0,0,2080125,2078062,2076368,2073238.0,2001029,1.0412757324307957,92.82653345528458,3.5857998662873993,23.631817754998906,27.217617621290096,1.0,0.985619453959097,0.9990082326783246,0.9456111557449488,0.966006972340593,2024-02-02
Kiln,8809,66,66,66,0,1,1982025,1980263,1978843,1979028.0,1930557,1.0351745635155292,98.23993336592589,5.653965941619441,23.143932418999313,28.797898360622582,1.0,0.9903050331521214,0.9991110102042103,0.9558046506888374,0.9723779066805234,2024-02-02
Chorus One,8853,73,73,73,0,1,1991925,1991518,1989054,1989139.0,1939713,1.0331415908766879,97.92891351235431,6.885789344388966,24.123926936999062,31.009716281388606,1.0,0.9903160677903703,0.9997956750379657,0.9583523983941457,0.973970248996341,2024-02-02
Stakin,9806,87,87,87,0,66,2206350,2205181,2203360,2199535.0,2131606,1.0348475295937047,96.79299344642857,3.804457344824572,25.647650641998307,29.4521079868269,1.0,0.9872264146667573,0.9994701656582138,0.953477029216605,0.9709231432603782,2024-02-02
Nethermind,10001,91,91,91,0,0,2250225,2250092,2248589,2247455.0,2211239,1.0238705230548257,99.2533706,9.272549182456416,26.718765193998188,35.991314376459336,1.0,0.993572198335722,0.999940894799409,0.9703506944290039,0.9814691840181274,2024-02-02
Attestant (BVI) Limited,10001,82,82,82,0,25,2250225,2250193,2248654,2247440.0,2211363,1.0233683402185736,99.28193514791667,7.150705234015595,26.36966037199817,33.52036560602009,1.0,0.9935979735359798,0.9999857791998578,0.9708956245075593,0.9818097653172245,2024-02-02
Sigma Prime,10001,86,86,86,0,65,2250225,2249231,2247809,2244738.0,2185633,1.0296321512262743,95.65587090260229,3.361943106622033,26.59252283799827,29.954465944624435,1.0,0.9892610738926108,0.9995582663955827,0.9603663627394092,0.9752289767121307,2024-02-02
SenseiNode,7000,51,50,50,0,5,1575000,1573093,1572708,1570402.0,1522128,1.0353812101093895,97.66976986995078,7.725385303351242,18.161415914000205,25.886801217353398,0.9803921568627451,0.9873519576719577,0.9987892063492063,0.9524573833885984,0.9629329234414035,2024-02-02
Staking Facilities,8400,68,68,68,0,0,1890000,1889203,1888614,1884793.0,1848761,1.025049617215945,97.50761445569621,3.835655531448234,21.988881717999305,25.82453724945105,1.0,0.9915640211640212,0.9995783068783068,0.9669247895809666,0.9793279934881042,2024-02-02
RockawayX Infra,6535,58,58,58,0,1,1456815,1456791,1455801,1455458.0,1433060,1.0223700793238923,99.34194222617796,4.442285720378708,17.497454231998958,21.939739952380283,1.0,0.9940221190290691,0.9999835257050483,0.9722562928219121,0.9826601830136951,2024-02-02
Consensys,8875,67,67,67,0,0,1996875,1993614,1994406,1991682.0,1953395,1.0302910244382806,97.19559746387431,6.45014504936222,23.057219187998456,29.507364237364726,1.0,0.9914629942618675,0.9983669483568075,0.960742023866112,0.97546376491632,2024-02-02
Stakely,10001,88,88,88,0,1,2250225,2249790,2248510,2246568.0,2207032,1.0250314081378067,98.23264448354429,7.646930859759001,26.46720173899875,34.11413259875937,1.0,0.9928059045947257,0.9998066859980669,0.9683742112014555,0.9802338820009097,2024-02-02
stakefish,8490,70,70,70,0,6,1910250,1908956,1908135,1905902.0,1864992,1.030551630737787,94.63904931851849,4.710218507079136,22.17648100599939,26.88669951308204,1.0,0.9909748287745932,0.9993226017536971,0.9609451041812219,0.9755906901132637,2024-02-02
A41,6400,53,53,53,0,3,1440000,1439715,1438863,1437145.0,1409615,1.025202970300467,96.93798762376238,6.557866527532459,16.832397567998996,23.39026409553966,1.0,0.9920423611111111,0.9998020833333333,0.9674630762171096,0.9796644226356935,2024-02-02
Allnodes,8916,74,74,74,0,1,2006100,2005871,2004467,2003076.0,1968011,1.0249893449712004,99.19911090212766,5.013009720563332,23.682663231998983,28.69567295256598,1.0,0.9928973298107439,0.9998858481631026,0.9685798136609801,0.9803623835381126,2024-02-02
P2P.ORG - P2P Validator,8878,68,68,68,0,1,1997550,1996493,1995684,1994713.0,1961606,1.0264247931683217,97.59957643552123,3.9764937436537204,23.39842010699921,27.374913850656583,1.0,0.9932171910590474,0.999470851793447,0.9671352821666409,0.9794595513541505,2024-02-02
ParaFi Technologies LLC,6535,48,47,47,0,0,1456910,1454297,1455808,1455101.0,1432821,1.023209137585459,99.1305369088608,2.8483448686480894,16.83563886000026,19.683983728649757,0.9791666666666666,0.9938225422297877,0.9982064780940484,0.969537959825749,0.973148724891093,2024-02-02
ChainLayer,8916,68,68,67,0,2,2006100,2005834,2004416,2003033.0,1967784,1.0257440321898847,97.92343024768682,3.185753086612823,23.608286837998918,26.794039924615454,0.9852941176470589,0.9928439924895734,0.9998674044165295,0.9677973398896892,0.9743586315487028,2024-02-02
RockX,8916,78,78,78,0,0,2006100,1999850,2003478,2002720.0,1969746,1.0230845697691997,98.77680746131806,4.783217429618122,24.17080238399921,28.954019813620995,1.0,0.9929621321635678,0.9968845022680823,0.9675334670683569,0.979708416917723,2024-02-02
Gateway.fm AS,500,5,5,5,0,0,112500,112000,112094,111956.0,105443,1.0644386952231086,95.61458647058825,0.18759689233559498,1.3997048449999976,1.5873017373356044,1.0,0.9762755555555556,0.9955555555555555,0.9130977269505406,0.9456860793440879,2024-02-02
Develp GmbH,100,1,1,1,0,0,22500,22497,22485,22476.0,22124,1.0244000000000004,,0.14443825018483908,0.2650693069999995,0.4095075571848384,1.0,0.9938518518518519,0.9998666666666667,0.9700501154545144,0.9812813221590715,2024-02-02
Everstake,8940,65,65,64,0,6,2011500,2011205,2009749,2007350.0,1966835,1.0253811977097564,98.2195018298508,4.424799068026534,23.061918443999,27.486717512029248,0.9846153846153847,0.9916205153699561,0.999853343276162,0.9669331657030517,0.9735639977951766,2024-02-02
HashKey Cloud,10001,79,79,79,0,8,2250225,2249816,2248335,2244735.0,2198081,1.0257326636488804,98.48403853777776,8.546420845730044,26.111685660998386,34.65810650673206,1.0,0.9911825113784918,0.9998182403981825,0.9661409737256121,0.9788381085785076,2024-02-02
BridgeTower,8939,51,51,51,0,0,2011275,2007417,2005850,2002129.0,1935191,1.0552943721114096,95.03677070357143,4.588479161986712,22.31661697499986,26.90509613698926,1.0,0.9849755337617515,0.9980818137748443,0.9315752961837912,0.9572345601148695,2024-02-02
ChainSafe,10000,90,90,90,0,67,2250000,2237430,2244671,2240964.0,2187119,1.046364554960997,96.81041980394731,4.086870626905344,26.651414431998226,30.73828505890764,1.0,0.9885561481481482,0.9944133333333334,0.9394750709075795,0.9621719193172372,2024-02-02
network,918416,7199,7123,7105,0,716,206256588,205183564,205273836,205058523.0,200266280,1.0324267541801484,96.57294908880108,569.593667605496,2386.0515776129237,2955.645245174243,0.9869426309209612,0.9867945632198021,0.9947976255672376,0.9508286030356282,0.9643713634926281,2024-02-02
Blockscape,8830,64,64,64,0,0,1986750,1985768,1985369,1985111.0,1953115,1.0229297997298057,99.25880039324893,4.604417800956111,23.11073595099922,27.71515375195901,1.0,0.993850090180781,0.9995057254309803,0.9710919122877935,0.9819324451798709,2024-02-02
Figment,8928,62,62,62,0,0,2008800,2008037,2006722,2005250.0,1967744,1.028247065997934,98.2894495888889,4.549547147141484,23.024973317998867,27.574520465144087,1.0,0.9922534182928449,0.9996201712465154,0.9646286040711415,0.9778928775444634,2024-02-02
Prysm Team at Offchain Labs,10001,83,83,83,0,68,2250225,2250057,2248651,2247205.0,2209241,1.022573782752894,99.01327310614518,2.588197677947729,26.342308341998145,28.930506019950027,1.0,0.9932483788658171,0.9999253407992534,0.9712494496602108,0.9820309060376318,2024-02-02
RockLogic GmbH,8558,70,70,70,0,0,1925550,1923753,1922503,1920432.0,1867108,1.0377553002423288,95.98173321214577,5.935954177939298,22.597980800998393,28.5339349789414,1.0,0.9884696147421083,0.9990667601464517,0.9516184935629862,0.9697615584768664,2024-02-02
Ebunker,6537,59,59,59,0,0,1457308,1457143,1456172,1456221.0,1432405,1.0240513277979821,99.36447306074079,15.584129818523563,17.334446677998955,32.91857649652508,1.0,0.9937954090693251,0.9998867775377615,0.9703448080506526,0.9814655050316579,2024-02-02
Consensys,8875,68,68,68,0,0,1996875,1995430,1993414,1993809.0,1949953,1.0332004380985482,97.2583614355556,8.551717621150836,23.30050580300287,31.852223424142863,1.0,0.9910778925404278,0.9992763693270735,0.9585368740268227,0.9740855462667642,2024-02-03
HashKey Cloud,10001,95,95,95,0,16,2250225,2249572,2246491,2246737.0,2189731,1.0318064636834985,98.738632085443,7.382808842336292,26.83517436800327,34.21798321032768,1.0,0.98996900309969,0.9997098067970981,0.9591737943672031,0.974483621479502,2024-02-03
BridgeTower,8939,93,93,91,0,3,2011275,2007914,2004856,2004722.0,1930193,1.0548255395066384,95.75053475386781,6.099850324557452,24.509855036002225,30.60970536055059,0.978494623655914,0.9844122095022643,0.9983289207095002,0.9316869395343883,0.9492398210799604,2024-02-03
Prysm Team at Offchain Labs,10001,72,72,71,0,47,2250225,2250127,2247295,2248296.0,2202387,1.0276537528125036,98.89311425725339,8.994206094605612,26.2666762080033,35.26088230259655,0.9861111111111112,0.9921938176552715,0.9999564487995645,0.9654522291268922,0.9731993098709744,2024-02-03
ChainLayer,8916,72,72,72,0,3,2006100,2005861,2003237,2004089.0,1964249,1.02939843765967,97.63004295744682,5.887272045278848,23.926974684002165,29.814246729273197,1.0,0.9922361796520612,0.9998808633667314,0.9637842177318466,0.9773651360824042,2024-02-03
Everstake,8940,64,64,64,0,3,2011500,2011251,2008645,2008464.0,1960352,1.0295491661674516,97.98862108294931,5.8525727436443145,23.337872604002328,29.190445347644722,1.0,0.9905478498632861,0.9998762117822521,0.9619989644567097,0.9762493527854436,2024-02-03
Nethermind,10001,76,76,75,0,1,2250225,2249691,2247019,2247976.0,2205657,1.0288270872496348,93.33997552000002,6.295577358509932,26.198636778003277,32.49421413650215,0.9868421052631579,0.9925899261925659,0.9997626903976269,0.9645492302547402,0.9729090583828968,2024-02-03
Figment,8928,58,58,58,0,0,2008800,2008269,2005569,2006410.0,1965148,1.0315843447266497,98.06532916787442,8.477602857728257,22.810228626002264,31.287831483720986,1.0,0.9918238085756007,0.9997356630824373,0.9612026762484668,0.9757516726552917,2024-02-03
Ebunker,6749,56,56,56,0,0,1488574,1488502,1486311,1487254.0,1459931,1.0293027767738254,99.15800123703703,4.9252563948274375,17.51402758100248,22.439283975827248,1.0,0.9927836976865108,0.999951631561481,0.9644739144693923,0.9777961965433702,2024-02-03
network,921171,7200,7117,7097,0,722,206690087,205762958,205664994,205722425.0,200022510,1.037649216985349,95.6134337359235,571.3619201689245,2390.5171402326555,2961.8790603627804,0.9856944444444444,0.9860333053450535,0.9955144002624567,0.9459944059527474,0.9608819203871338,2024-02-03
Simply Staking,9245,65,65,64,0,3,2078799,2075987,2073169,2072618.0,1982016,1.048703105839859,96.64868756312441,7.0228813692724135,23.72515808600234,30.7480394552729,0.9846153846153847,0.982587061086714,0.9986472958665076,0.9356870462606484,0.9540351731436745,2024-02-03
RockX,8916,66,66,66,0,0,2006100,2005852,2003566,2004338.0,1968655,1.0271075253541095,99.03890244253975,7.196804004328657,23.64357935200195,30.84038335632158,1.0,0.9930643204891747,0.9998763770499975,0.9667357413295199,0.97920983833095,2024-02-03
stakefish,8490,66,66,66,0,5,1910250,1908885,1906926,1907311.0,1859467,1.0344157139319747,95.26347922074076,5.292711169619947,22.026939874001865,27.31965104362069,1.0,0.9900456310256075,0.9992854338437377,0.9564222242563324,0.9727638901602077,2024-02-03
Develp GmbH,100,0,0,,,,22500,22498,22464,22487.0,22125,1.027155555555556,,0.0,0.2222911849999998,0.2222911849999998,,0.9937185185185186,0.9999111111111111,0.9673609635943757,0.9673609635943757,2024-02-03
Numic,6749,47,46,46,0,0,1488127,1487771,1485619,1486125.0,1451162,1.0346706842746134,97.47689158922557,3.247683678597787,16.775645457999683,20.023329136597418,0.9787234042553191,0.9907097982900653,0.9997607731060588,0.9572831326100861,0.9653232344770485,2024-02-03
RockawayX Infra,6748,59,59,59,0,0,1487205,1487182,1485408,1486180.0,1460959,1.0267059441351754,99.22794455365622,4.723689031470112,17.879475278002488,22.60316430946982,1.0,0.9934848703888615,0.9999845347480677,0.9676280843312723,0.9797675527070452,2024-02-03
Staking Facilities,8400,72,72,72,0,1,1890000,1889135,1886871,1886700.0,1840886,1.0325205876065877,95.56378618773945,5.655364455402803,21.99929894000193,27.65466339540094,1.0,0.9902040564373897,0.999542328042328,0.9585773685178095,0.974110855323631,2024-02-03
CryptoManufaktur,10001,83,82,82,0,3,2250225,2250004,2247329,2247926.0,2205711,1.0275791056688726,98.65345364666665,7.4632022014045365,26.220345523003243,33.68354772439526,0.9879518072289156,0.9926364400596978,0.9999017875990178,0.9659002848306778,0.9741696057300171,2024-02-03
Kukis Global,10001,76,75,75,0,2,2250225,2250187,2247311,2248411.0,2207172,1.0276368164399698,98.7803423600823,7.899391297702821,26.105688703003235,34.00508000069367,0.9868421052631579,0.9929220411292204,0.9999831127998311,0.9662025119883013,0.9739423594663725,2024-02-03
SenseiNode,7000,55,54,54,0,2,1575000,1574013,1572024,1572121.0,1522484,1.0353367031479472,97.15479727432215,6.1434179228187675,18.102880560000983,24.246298482818627,0.9818181818181818,0.9876463492063492,0.9993733333333333,0.9533395475691956,0.9640190354125654,2024-02-03
Gateway.fm AS,500,7,7,7,0,2,112500,112003,112014,111971.0,104141,1.06898299207838,,0.13521663788443905,1.4044004740000096,1.5396171118844357,1.0,0.9722251851851852,0.9955822222222223,0.9054682043960037,0.9409176277475023,2024-02-03
Sigma Prime,10001,82,82,81,0,58,2250225,2249056,2245813,2245876.0,2169531,1.0374096799696726,95.95169610395318,5.571591573200871,26.962088441003242,32.533680014191994,0.9878048780487805,0.986748732534154,0.999480496394805,0.9506717857491095,0.9645966953614862,2024-02-03
Blockdaemon,10001,73,73,73,0,2,2250225,2248224,2246221,2246527.0,2185032,1.0347796291695754,98.99377932080193,5.515122208196926,25.984137864002964,31.4992600721969,1.0,0.9892018205586849,0.9991107555911075,0.9551040149134252,0.9719400093208908,2024-02-03
Kiln,8809,64,63,63,0,1,1982025,1979571,1976562,1977431.0,1901368,1.0471743142781313,96.44231017783093,7.9970348740888335,22.873056301002066,30.870091175082077,0.984375,0.9847438856724814,0.9987618723275438,0.9392176962393697,0.956151685149606,2024-02-03
Attestant (BVI) Limited,10001,82,82,82,0,34,2250225,2250199,2247544,2248077.0,2204918,1.0266698011708182,98.70975208835347,5.476316416565155,26.04330562700328,31.519622043557487,1.0,0.9925731871257318,0.9999884455998844,0.9667779430212738,0.9792362143882961,2024-02-03
Stakin,9806,71,71,70,0,50,2143565,2142402,2139107,2138691.0,2063182,1.0383901962943127,95.31354852056278,3.77015053459942,24.572834425002885,28.34298495959888,0.9859154929577465,0.9860489418328812,0.9994574458903742,0.9490786415782682,0.9628924608455725,2024-02-03
P2P.ORG - P2P Validator,8878,78,74,74,0,0,1997550,1996710,1994058,1996025.0,1959034,1.032624954944131,97.48382878133332,3.4335382735461524,23.567968266002143,27.00150653954664,0.9487179487179487,0.9927356011113614,0.9995794848689645,0.9609666472021923,0.9563733852706009,2024-02-03
A41,6400,37,37,37,0,1,1440000,1439538,1437819,1437821.0,1403356,1.030962149579439,96.63649252534563,3.011946123097721,16.144855235999668,19.15680135909753,1.0,0.9905083333333333,0.9996791666666667,0.9604528601238994,0.9752830375774372,2024-02-03
Launchnodes,2562,19,19,19,0,0,576450,576348,575635,575544.0,561083,1.029699225946576,97.14750264309764,0.7475212986063338,6.670463175999876,7.4179844746062,1.0,0.9901188307745685,0.9998230549050221,0.9613910636807442,0.9758694148004652,2024-02-03
Allnodes,8916,89,89,89,0,0,2006100,2005881,2003192,2003715.0,1965391,1.0293505688168145,99.11113895695536,7.0447456278994105,24.775522257002162,31.82026788489225,1.0,0.9923563132446039,0.9998908329594736,0.9639553430113487,0.977472089382093,2024-02-03
RockLogic GmbH,8558,64,64,64,0,0,1925550,1922760,1920266,1921333.0,1856821,1.047825533716108,94.5631697446809,4.394864300893718,22.49226061400282,26.887124914893054,1.0,0.9864575489254153,0.9985510633325544,0.9400689358260826,0.9625430848913017,2024-02-03
ChainSafe,10000,81,81,81,0,58,2250000,2236170,2242034,2242458.0,2181857,1.0574961645958525,96.57054580907669,6.347745220334987,26.133610545003222,32.48135576532591,1.0,0.9876072592592593,0.9938533333333334,0.9281705215584685,0.9551065759740428,2024-02-03
Chorus One,8853,75,75,75,0,0,1991925,1990674,1987857,1989758.0,1936852,1.038476754098393,97.77048628533333,9.902300737016215,23.524842524002317,33.427143261008936,1.0,0.9897405775819873,0.999371964305885,0.9524709929882893,0.9702943706176808,2024-02-03
Stakely,10001,77,77,76,0,0,2174150,2173932,2171080,2171637.0,2129164,1.0290873632792736,99.10669863859646,7.495644130577873,25.063054838002515,32.558698968570006,0.987012987012987,0.9922469317511058,0.9998997309293287,0.9641041912241748,0.9726949896449795,2024-02-03
Blockscape,8830,75,75,75,0,1,1986750,1986141,1983785,1985326.0,1946661,1.0293783814936384,98.81910448497855,7.394192268476892,23.25264922500212,30.64684149346981,1.0,0.9925375613439034,0.9996934692336731,0.9639150538647177,0.9774469086654485,2024-02-03
DSRV,8905,61,61,61,0,1,2003625,2002597,1999502,1999386.0,1938009,1.0379023704890464,95.63795350227069,7.0899128517383065,22.943055880002216,30.032968731731383,1.0,0.9876926404225674,0.9994869299394847,0.9511355913317993,0.9694597445823745,2024-02-03
ParaFi Technologies LLC,6749,50,50,50,0,0,1487605,1481348,1484187,1484724.0,1457838,1.0292762319088262,98.13463194578313,3.032318114141147,16.997651884999648,20.029969999140963,1.0,0.9919185536483139,0.9957939103458243,0.9596514761156205,0.9747821725722629,2024-02-03
Numic,7033,50,50,50,0,0,1554121,1551925,1551945,1551496.0,1511521,1.0373816801261224,97.61245168000002,2.2957109370612843,17.72801197199941,20.023722909062247,1.0,0.9898332669506857,0.9985869826094622,0.9528167252872444,0.9705104533045277,2024-02-04
Ebunker,7033,40,40,40,0,3,1554625,1554343,1553134,1553494.0,1521758,1.029343050668657,99.12396435851852,1.8675256549501522,17.436130907999416,19.303656562951122,1.0,0.9923906622711801,0.9998186057730964,0.9639261154866449,0.977453822179153,2024-02-04
Chorus One,8853,64,64,64,0,0,1991925,1989077,1988082,1989086.0,1933696,1.0454710219508008,97.77164530488886,2.6023250996400398,22.932542353999956,25.534867453639972,1.0,0.9891376432345595,0.9985702272926943,0.9447640159221704,0.9654775099513565,2024-02-04
SenseiNode,7033,44,43,43,0,2,1576058,1574995,1573625,1572779.0,1519477,1.0355695152530995,97.5434883911111,1.5133711321575904,17.397587425999454,18.91095855815855,0.9772727272727273,0.9868251464518861,0.999325532435989,0.9522871718160133,0.961656755112281,2024-02-04
RockX,8916,50,50,50,0,0,2006100,2005611,2004384,2004654.0,1967028,1.0283332959470817,98.96372904507933,3.9894627673571446,22.9142652819992,26.903728049356918,1.0,0.9929824036688101,0.9997562434574547,0.9653877411379376,0.978367338211211,2024-02-04
ParaFi Technologies LLC,7033,44,44,44,0,0,1553639,1553468,1552367,1553020.0,1524870,1.0272241253020362,99.27717708888886,2.5246831176763473,17.750668397999434,20.275351515677357,1.0,0.9934218953051513,0.999889935821642,0.9669871751195647,0.9793669844497279,2024-02-04
Launchnodes,2562,30,30,30,0,0,576450,576348,575829,575295.0,558124,1.0319387004552016,96.25534292666663,1.9742948066231074,7.481526045999875,9.455820852623496,1.0,0.9883759794142308,0.9998230549050221,0.9576160780642988,0.9735100487901868,2024-02-04
Kukis Global,10001,65,64,64,0,1,2250225,2250145,2248342,2247905.0,2202506,1.0284953980116631,98.82331384126987,3.297648772967057,25.905636281000916,29.203285053967974,0.9846153846153847,0.9923086209897529,0.9999644479996445,0.9647815093306371,0.9722192125624174,2024-02-04
Attestant (BVI) Limited,10001,81,81,81,0,44,2250225,2250154,2248503,2248658.0,2203177,1.0267080077361186,98.89112563555551,3.628606436122838,26.230446252001173,29.859052688124017,1.0,0.9925434123254341,0.9999684475996845,0.9666936341393086,0.9791835213370679,2024-02-04
stakefish,8490,65,65,65,0,5,1910250,1908640,1907411,1907492.0,1847399,1.0364835760825302,94.98476047111113,2.841239374757287,21.84842621199988,24.68966558675716,1.0,0.9880560136107839,0.9991571783797932,0.9524736150396362,0.9702960093997727,2024-02-04
network,922561,7200,7111,7091,0,795,207185489,206198012,206255356,206206437.0,199921571,1.0382220969375118,96.23612002873006,374.24692888722836,2387.6319589302807,2761.878887866433,0.9848611111111111,0.9852417222134703,0.9952338505714559,0.944447161965174,0.9596023928949005,2024-02-04
HashKey Cloud,10001,67,67,66,0,10,2250225,2247671,2247704,2245610.0,2187496,1.031370485414973,98.35349725777779,3.5285292022872627,25.73164836100021,29.26017756328747,0.9850746268656716,0.9896506645631733,0.9988650023886501,0.9584600562086942,0.9684405202050608,2024-02-04
ChainSafe,10000,69,67,67,0,54,2250000,2235920,2244114,2242876.0,2178802,1.0505250111030542,96.61564653037034,2.512420461822859,25.025410847000945,27.5378313088238,0.9710144927536232,0.9875247407407407,0.9937422222222222,0.934147231137993,0.9479724542438543,2024-02-04
Simply Staking,9235,59,59,59,0,0,2077875,2074475,2072837,2070928.0,1960902,1.052502466610516,96.14396070222226,2.8459257784071017,23.17839999099978,26.024325769406854,1.0,0.9793125187992541,0.9983637129278711,0.9289385188177194,0.9555865742610746,2024-02-04
Develp GmbH,100,0,0,,,,22500,22500,22483,22484.0,22072,1.0287111111111105,,0.0,0.221568549,0.221568549,,0.9931703703703704,1.0,0.9654511938707918,0.9654511938707918,2024-02-04
Staking Facilities,8400,69,69,67,0,0,1890000,1889646,1887752,1885639.0,1830468,1.0337580827703192,97.03913742755553,2.939031817775543,22.14727915499977,25.086310972775298,0.9710144927536232,0.9883349206349207,0.9998126984126984,0.9558810909486718,0.9615561166255286,2024-02-04
CryptoManufaktur,10001,90,90,90,0,0,2250225,2249807,2248214,2248323.0,2202260,1.0286675338446019,98.91754599111115,4.3089889609061345,26.496388167000944,30.80537712790707,1.0,0.9923151388564847,0.9998142407981424,0.96448150111266,0.9778009381954125,2024-02-04
Stakin,9260,52,52,52,0,41,2083500,2082303,2080259,2078517.0,1993225,1.039592407803385,97.17602923733334,2.135121199015948,23.208474877999397,25.34359607701585,1.0,0.9842414206863451,0.9994254859611231,0.9462131050485283,0.9663831906553302,2024-02-04
A41,6400,44,41,41,0,0,1440000,1439578,1438549,1437742.0,1402569,1.0306219530826817,96.21860302666667,2.3201039161673247,16.177495218999386,18.497599135168134,0.9318181818181818,0.9904768518518519,0.9997069444444444,0.9607660540764065,0.9499106019795722,2024-02-04
Figment,8928,64,64,64,0,1,2008800,2008154,2006529,2006122.0,1963147,1.032346097669524,98.31902282666668,8.168541689755163,22.687243558999786,30.855785248752284,1.0,0.9916032789061463,0.9996784149741139,0.9602248668133793,0.9751405417583621,2024-02-04
BridgeTower,8939,67,67,67,0,4,2011275,2007007,2005931,2004697.0,1922589,1.0544101325844215,93.17918113975306,3.1596521284341055,23.523522917999692,26.683175046433785,1.0,0.9833259996768219,0.9978779629836795,0.9306050038625119,0.9566281274140699,2024-02-04
Nethermind,10001,90,90,90,0,0,2250225,2249831,2248244,2248574.0,2204022,1.0287563632808427,99.24595951111114,4.131791982287897,26.844952978000933,30.97674496028883,1.0,0.9926177752595111,0.9998249063982491,0.9647026348133987,0.9779391467583742,2024-02-04
Allnodes,8916,74,74,74,0,0,2006100,2005788,2004284,2004502.0,1964118,1.0289549191359877,99.35369291555553,3.0464772852177573,23.44569119099977,26.492168476217532,1.0,0.9924570061312995,0.9998444743532227,0.964379133778531,0.9777369586115818,2024-02-04
Stakely,9357,74,73,73,0,0,2105325,2104870,2103305,2103070.0,2060074,1.0300559062560866,98.68407529650796,2.617870176019707,24.855630120000054,27.47350029601977,0.9864864864864865,0.9921586136740567,0.9997838813484854,0.9630003416977344,0.9718076459935164,2024-02-04
RockawayX Infra,7033,57,57,56,0,0,1553249,1553086,1552040,1552531.0,1525077,1.0266013918120145,99.43045090666669,2.2300507038710355,18.00747101700102,20.23752172087206,0.9824561403508771,0.9935406364336948,0.9998950586802244,0.9676943562433523,0.9732300252836741,2024-02-04
ChainLayer,8916,72,72,72,0,4,2006100,2005848,2004070,2003185.0,1961876,1.031542857370734,98.06353096444447,6.140171522723673,23.63237623499974,29.7725477577211,1.0,0.9918300849076982,0.999874383131449,0.9613807969608005,0.9758629981005003,2024-02-04
Sigma Prime,10001,74,74,74,0,67,2250225,2248669,2247060,2245363.0,2166931,1.0380870355112208,96.77517590577779,2.0244696670801643,26.56742740100087,28.59189706808103,1.0,0.9864723157313898,0.9993085135930851,0.949621900488139,0.9685136878050868,2024-02-04
Kiln,8809,79,79,79,0,1,1982025,1979183,1977146,1977566.0,1878260,1.0519661964667648,96.36987394222226,4.144865223242975,22.88440309099999,27.029268314242955,1.0,0.9809785446702236,0.9985661129400487,0.9311819481643193,0.9569887176026995,2024-02-04
DSRV,8905,77,77,77,0,1,2003625,2002743,2000648,1998779.0,1924455,1.0384128760295845,93.07375806666667,3.9969103916395667,23.389942429999817,27.386852821639383,1.0,0.9855273982573253,0.9995597978663672,0.9486530740647261,0.9679081712904538,2024-02-04
Everstake,8940,80,79,79,0,1,2011500,2011214,2009398,2008308.0,1950112,1.031773398280084,97.99985397333334,3.1211819180673808,23.66165323400007,26.782835152067452,0.9875,0.9889498715717955,0.9998578175490928,0.9583589399605842,0.9692868374753651,2024-02-04
Blockscape,8830,89,89,89,0,0,1986750,1986326,1984707,1985684.0,1938507,1.0310011148945388,98.73259825777777,4.1448135250260325,23.89058238499993,28.035395910025954,1.0,0.9913842540161906,0.999786586133132,0.9613691629910371,0.9758557268693983,2024-02-04
Prysm Team at Offchain Labs,10001,76,76,75,0,64,2250225,2250141,2248344,2247754.0,2195658,1.0282420772332,98.93540344148145,3.8982816351787366,26.231929085001052,30.130210720179786,0.9868421052631579,0.9912721320460547,0.9999626703996267,0.9640094975696052,0.9725717254546874,2024-02-04
Consensys,8875,87,87,87,0,1,1996875,1994474,1994330,1993604.0,1944773,1.0346716854662974,97.31301735644445,3.5748363758086774,23.993188073000734,27.568024448809414,1.0,0.9903318935837245,0.9987976212832551,0.9559951755581171,0.9724969847238232,2024-02-04
Blockdaemon,10001,86,86,86,0,1,2250225,2248901,2247031,2246252.0,2182678,1.0359577595983942,98.9188579922222,4.620422034075636,26.85005740800021,31.47047944207586,1.0,0.988932366022657,0.9994116143941162,0.9540451657376906,0.9712782285860566,2024-02-04
P2P.ORG - P2P Validator,8878,57,57,57,0,1,1997550,1993522,1993745,1994755.0,1944041,1.0405064001093682,97.63569892622222,2.1557044635512796,22.70270433899993,24.858408802551207,1.0,0.9899695460272167,0.9979835298240345,0.9495119894108217,0.9684449933817636,2024-02-04
Gateway.fm AS,500,5,5,5,0,0,112500,111914,111949,111969.0,103253,1.073739935050492,,0.16167361132449265,1.288420059999996,1.4500936713244923,1.0,0.9693955555555556,0.9947911111111111,0.8981188557282599,0.9363242848301624,2024-02-04
