id,total_validators,p_active_slots,p_created_blocks,non_empty_block,empty_block,vanilla_blocks,a_active_epochs,a_attested_epochs,a_attested_source,a_attested_target,a_attested_head,inc_distance,sync_rate,block_reward,validation_reward,total_reward,proposal_effectiveness,correctness,attestation_rate,att_effectiveness,effectiveness,partition_date
Numic,8991,75,75,73,0,0,2022975,2021543,2019692,2009658.0,1962724,1.042810004374875,97.10928323747281,4.651005598107167,22.5804096090002,27.231415207111226,0.9733333333333334,0.9873369665962258,0.9992921316378106,0.9461340587983758,0.9563337867489848,2024-03-22
Simply Staking,9235,56,55,54,0,0,2077875,2071637,2069404,2066579.0,1963107,1.0651569343874296,94.43475933670035,4.40417720000025,22.60252264800114,27.006699848002896,0.9642857142857143,0.9784178547795224,0.9969978944835469,0.9158092198886074,0.9339879052875224,2024-03-22
HashKey Cloud,9383,67,67,67,0,12,2111175,2110874,2109418,2105812.0,2053233,1.029063113997776,98.3583405324074,3.8978365815187166,23.902063733001008,27.799900314521835,1.0,0.9897273635139989,0.9998574253673902,0.9616380570229056,0.976023785639316,2024-03-22
DSRV,8992,67,67,67,0,1,2023200,2021765,2019709,2017103.0,1945999,1.0409599095271773,96.24644184920633,10.663133869488076,22.55435787700148,33.21749174648829,1.0,0.9857010346645578,0.9992907275603005,0.9462438419307545,0.9664024012067216,2024-03-22
Allnodes,8992,66,66,66,0,0,2023200,2023041,2021261,2020228.0,1985176,1.0281678375874983,99.38662376459507,4.189604846934879,22.8768188290014,27.066423675937475,1.0,0.9929262224858311,0.9999214116251482,0.9656479747093486,0.9785299841933429,2024-03-22
Kiln,8992,78,77,76,0,2,2023200,2021996,2020646,2019033.0,1977719,1.0346344161438463,98.1279098074713,6.30368877717652,23.363262039001533,29.666950816176808,0.9743589743589743,0.9913994332410703,0.9994049031237643,0.9576420802123147,0.963910915517312,2024-03-22
Figment,8992,59,56,56,0,0,2023200,2022724,2021061,2019645.0,1975547,1.030950581580699,96.48642009855071,5.29816887711376,22.424532109001333,27.722700986116443,0.9491525423728814,0.9912107881903256,0.9997647291419534,0.9612270489806334,0.9566991090027264,2024-03-22
Prysm Team at Offchain Labs,9383,59,58,58,0,43,2111175,2110542,2109162,2106393.0,2050313,1.0300560593608714,98.42719634591195,3.281119074410048,23.29394757500096,26.575066649413092,0.9830508474576272,0.9893176390714492,0.9997001669686312,0.9601623134748676,0.9687455137184025,2024-03-22
P2P.org Lido,8992,58,58,58,0,2,2023200,2021905,2020851,2020330.0,1983897,1.0318325383683866,96.73044535138888,4.500605925204933,22.767183859001335,27.26778978420766,1.0,0.9926647555028338,0.9993599248714907,0.9614247841520508,0.9758904900950317,2024-03-22
Ebunker,8991,70,70,70,0,1,2022975,2022107,2019626,2018716.0,1959943,1.0367633246660803,97.47931886412215,4.050762682387029,22.67344068200167,26.724203364388732,1.0,0.9883603768377431,0.999570928953645,0.9529043673828557,0.9705652296142848,2024-03-23
RockawayX Infra,8991,69,69,69,0,0,2022975,2022411,2019774,2019997.0,1983503,1.0365945410469448,99.56640762370375,4.4813241392310585,22.80456815100174,27.285892290232816,1.0,0.9924779100087742,0.9997212026841656,0.9571738713087671,0.9732336695679794,2024-03-23
A41,8991,62,56,56,0,1,2022975,2015381,2012568,2014854.0,1920412,1.088933560625237,93.66208920308479,2.7442554633248477,21.64231917300124,24.386574636326582,0.9032258064516129,0.980047372475356,0.9962461226658758,0.8966280681962339,0.8991022200420009,2024-03-23
Numic,8991,54,54,54,0,0,2022975,2021780,2018449,2013051.0,1960835,1.0472576905775293,96.68290465853659,4.093104425236515,21.597201646001682,25.69030607123812,1.0,0.9873799725651577,0.9994092858290389,0.9422673350615867,0.9639170844134917,2024-03-23
Kiln,8992,53,53,53,0,0,2023200,2021852,2019265,2018174.0,1974724,1.0419476207093235,98.60331534814814,3.7355019831441085,22.433727673000064,26.169229656144392,1.0,0.9905369381837353,0.9993337287465401,0.9500256560137427,0.9687660350085892,2024-03-23
Consensys,8992,60,60,60,0,0,2023200,2016818,2016396,2011069.0,1954890,1.0471326095711952,97.05381546944645,3.5144209891152505,22.56096567400052,26.075386663115992,1.0,0.9856259061552656,0.9968455911427442,0.9382926575739944,0.9614329109837465,2024-03-23
DSRV,8992,56,56,56,0,1,2023200,2021324,2018590,2016317.0,1920450,1.0467875973176382,94.19318939267013,2.922938714009102,21.921742694000137,24.844681408009244,1.0,0.9811778370897588,0.9990727560300514,0.9364536304870038,0.9602835190543774,2024-03-23
P2P.org Lido,8992,61,60,60,0,1,2023200,2022358,2019742,2019926.0,1980193,1.0373739295908666,95.86094200674538,3.030947688985364,22.255542333000246,25.28649002198561,0.9836065573770492,0.9918052260445499,0.9995838275998419,0.9556751290965411,0.9661494147017315,2024-03-23
P2P.ORG - P2P Validator,8992,61,60,60,0,1,2023200,2022358,2019742,2019926.0,1980193,1.0373739295908655,95.86094200674536,3.030947688985364,22.255542333000246,25.286490021985617,0.9836065573770492,0.9918052260445499,0.9995838275998419,0.9556751290965421,0.9661494147017322,2024-03-23
Chorus One,8992,64,64,63,0,0,2023200,2022565,2020031,2018778.0,1954836,1.0370886059682225,96.32796460210928,3.1725903219743827,22.67101107400026,25.843601395974645,0.984375,0.9874859957822592,0.9996861407671016,0.9518724422427732,0.9640609014017333,2024-03-23
Blockscape,8992,64,64,64,0,1,2023200,2021860,2019596,2017790.0,1947213,1.036651484184433,97.13747857644111,4.194045436033574,22.432396717000206,26.626442153033842,1.0,0.9859956175036246,0.9993376828786081,0.9505051512078192,0.969065719504887,2024-03-23
Everstake,8992,68,68,68,0,0,2023200,2022918,2020313,2018319.0,1964117,1.034095115987451,98.22222013722629,4.370037423971306,23.143585479000574,27.51362290297187,1.0,0.988985929880058,0.9998606168446026,0.9562448043826828,0.9726530027391768,2024-03-23
ChainLayer,8992,73,72,72,0,31,2023200,2022725,2019822,2018529.0,1969504,1.0373489944330403,97.16947486291181,3.111264160274542,22.9779658000002,26.089229960274743,0.9863013698630136,0.9898271714775273,0.9997652234084619,0.9539651443619086,0.9660912289248229,2024-03-23
BridgeTower,8992,66,66,66,0,7,2023200,2018230,2016136,2016252.0,1942969,1.0649110804408615,87.66469477556564,4.808655520758173,22.63318689000019,27.441842410758348,1.0,0.9844729471464347,0.9975434954527481,0.9221939774244469,0.9513712358902793,2024-03-23
HashKey Cloud,9383,57,57,57,0,14,2111175,2110829,2108140,2105024.0,2040271,1.0343256462554753,97.76376272611469,1.883612644588728,22.822997818000808,24.70661046258955,1.0,0.987354593216258,0.9998361102229801,0.9544313045567687,0.9715195653479805,2024-03-23
CryptoManufaktur,9383,63,63,63,0,1,2111123,2110799,2107417,2107541.0,2068094,1.0367697213601166,90.15636873976224,2.5444169869542828,23.259373778000896,25.803790764955373,1.0,0.9920552552677729,0.9998465271800838,0.9567245081665555,0.9729528176040972,2024-03-23
RockLogic GmbH,8991,71,71,71,0,2,2022975,2004765,2002541,2007125.0,1827474,1.1310530650758086,87.00268494601542,4.272991487705213,21.772532151000533,26.04552363870596,1.0,0.9618078984334129,0.9909984058132206,0.8427103232174094,0.9016939520108809,2024-03-23
Simply Staking,9235,70,69,68,0,0,2077875,2069799,2067096,2064570.0,1929317,1.0799092618858985,93.36356777670528,5.017539842798624,23.254307885000415,28.271847727799077,0.9714285714285714,0.9723047183621087,0.9961133369427901,0.8968584044195675,0.9248222170479441,2024-03-23
Launchnodes,2562,19,19,19,0,1,576450,575405,575102,573525.0,560528,1.0435622161229992,59.96015725365854,1.6654175597718865,6.25692325699992,7.922340816772143,1.0,0.9883222019834041,0.9981871801543932,0.9453490521599315,0.9658431575999572,2024-03-23
ParaFi Technologies LLC,8991,57,57,57,0,0,2022975,2021943,2018349,2016479.0,1978908,1.0435134012872351,98.84720410303825,2.9665887169935137,22.182370158000847,25.14895887499522,1.0,0.9909062972437458,0.9994898602306009,0.9491021344930081,0.96818883405813,2024-03-23
Allnodes,8992,66,65,65,0,0,2023200,2022643,2018483,2018484.0,1980710,1.0438824680193568,99.00885892481203,3.568517326990601,22.402343967999947,25.970861294990804,0.9848484848484849,0.9914454000263608,0.9997246935547647,0.94950579120106,0.9627593013188445,2024-03-23
Gateway.fm AS,500,1,1,1,0,0,112500,112130,112109,111876.0,106097,1.0619360459430869,,0.026908717085640924,1.0934415709999978,1.1203502880856389,1.0,0.9780207407407407,0.9967111111111111,0.9179499489799399,0.9487187181124624,2024-03-23
P2P.org SSV,1264,11,11,10,0,0,262213,259566,259517,259684.0,235986,1.1512681124817106,93.83076141463414,0.431555841308271,2.911313458999998,3.3428693003082746,0.9090909090909091,0.9600172378943835,0.9899051534439559,0.8254602041727093,0.8568217185170341,2024-03-23
Staking Facilities,8400,67,67,67,0,2,1890000,1886940,1885653,1882957.0,1797414,1.0454374930220924,94.95735316166883,4.0857014500567965,21.64949846499978,25.735199915056604,1.0,0.9816620811287478,0.9983809523809524,0.9374761571258051,0.9609225982036282,2024-03-23
Attestant (BVI) Limited,9384,75,75,75,0,41,2111348,2111125,2107709,2108493.0,2069922,1.036151448842915,99.23408220846906,3.3161835162919697,23.819870217000762,27.136053733292847,1.0,0.992434533135545,0.9998943802726978,0.9577072092877335,0.9735670058048334,2024-03-23
Blockdaemon,9383,75,75,75,0,3,2111123,2109565,2107145,2105267.0,2036939,1.0398109734318763,97.92297652203858,3.946321136025915,24.223597249001365,28.16991838502729,1.0,0.9867340747081056,0.9992620041560819,0.9482549177256949,0.9676593235785593,2024-03-23
Nethermind,9383,72,72,71,0,1,2111149,2110848,2107845,2107248.0,2067422,1.0350431852394297,99.20683572740742,5.6881861598071195,23.71324312400094,29.40142928380802,0.9861111111111112,0.9919582495914152,0.9998574236115025,0.958237138228409,0.9686898780594222,2024-03-23
Prysm Team at Offchain Labs,9383,66,66,66,0,58,2111149,2110654,2108177,2104598.0,2036112,1.0334005167836255,97.99741597420743,2.2849829295761146,24.161719339001504,26.446702268577642,1.0,0.9866486606740373,0.9997655305238995,0.9545353477755333,0.9715845923597083,2024-03-23
ChainSafe,9383,65,65,65,0,55,2111149,2110578,2107541,2106177.0,2063028,1.03758782001728,98.81920051390222,14.606981693391694,23.587732293001196,38.19471398639902,1.0,0.9910473712024431,0.9997295311699932,0.9548871957295839,0.97180449733099,2024-03-23
Kukis Global,9383,60,60,60,0,1,2111123,2110916,2108061,2107543.0,2066763,1.0345437820150278,98.80333371735624,3.6964180158360023,23.97182213800094,27.668240153836948,1.0,0.9919470979821324,0.999901947920609,0.9587316194338905,0.9742072621461816,2024-03-23
Sigma Prime,9383,52,52,52,0,1,2111149,2109510,2107042,2105567.0,2050263,1.0411834870034145,96.87093913421256,1.912594105126626,23.167856761001268,25.080450866127926,1.0,0.9888567789388623,0.9992236455124673,0.9490057111689149,0.9681285694805718,2024-03-23
P2P.org DS,15781,121,121,121,0,10,3550321,3549413,3545332,3538002.0,3447814,1.0341526837792505,94.7551003947368,8.499909239383028,39.93989955300293,48.43980879238592,1.0,0.9887507824409868,0.9997442484778137,0.9558529639075216,0.972408102442201,2024-03-23
Stakely,9357,73,73,73,0,1,2105325,2104719,2100982,2099873.0,2058928,1.0412168112378903,98.77309718369906,3.3286125368518946,24.230556643000412,27.559169179852613,1.0,0.9911031946769897,0.9997121584553453,0.9515961549108586,0.9697475968192866,2024-03-23
network,302702,2192,2180,2177,0,291,68107638,68035460,67944806,67900862.0,65819106,1.0458697823588263,96.66519364382167,130.1973737595168,762.1474169326129,892.3447906964268,0.9931569343065694,0.9869904948595242,0.9989402363359011,0.9427029395309505,0.9616231875718075,2024-03-23
Develp GmbH,100,1,1,1,0,0,22500,22500,22460,22467.0,22043,1.0369333333333335,99.48216150000005,0.04825486888028938,0.38277577099999965,0.4310306398802888,1.0,0.9921481481481481,1.0,0.9568099667109566,0.9730062291943479,2024-03-23
SenseiNode,8500,79,78,78,0,7,1912500,1911434,1908530,1906441.0,1841370,1.0439925770957708,97.67020319101125,3.5018767371134207,22.45228991400175,25.95416665111527,0.9873417721518988,0.9858546405228759,0.999442614379085,0.9437855794558481,0.960119151716867,2024-03-23
Stakin,9260,64,64,64,0,53,2083500,2082176,2077907,2075418.0,2016472,1.0488933046310103,98.57245753488374,2.547939820482589,23.547655802000133,26.095595622482985,1.0,0.9870885529157667,0.999364530837533,0.9404782013808272,0.9627988758630169,2024-03-23
stakefish,8490,60,59,59,0,0,1910250,1908319,1905506,1904011.0,1817723,1.0473647482432427,92.00728983773217,2.908812075339007,21.099810078999862,24.008622154338912,0.9833333333333333,0.9819377917375561,0.9989891375474415,0.9365841167926374,0.9541150729953984,2024-03-23
RockX,8992,86,86,86,0,7,2023200,2022956,2020538,2020008.0,1981487,1.033020098932775,99.391204977918,4.885714495894442,23.895438357000224,28.781152852894646,1.0,0.9921630749967049,0.9998793989719257,0.9603331243358522,0.9752082027099076,2024-03-23
Figment,8992,73,73,73,0,0,2023200,2022578,2020165,2018398.0,1968232,1.0366266074989103,96.28082174327633,3.262951987508987,23.451606210000303,26.7145581975093,1.0,0.9896525306445235,0.9996925662317121,0.9543921320182511,0.9714950825114069,2024-03-23
Launchnodes,2562,20,20,20,0,0,576450,575349,575582,572354.0,556050,1.038976472894644,69.8811748095556,1.0335759926134775,6.385964791999871,7.4195407846133365,1.0,0.9853332176829445,0.9980900338277388,0.9465577808791156,0.9665986130494473,2024-03-24
HashKey Cloud,9383,63,62,62,0,17,2110733,2109921,2108282,2100031.0,2015197,1.0368866400405545,97.19403698501627,2.358899157483694,23.535087425998473,25.893986583482217,0.9841269841269841,0.98283550469592,0.9996152995191718,0.947507055705012,0.9612395288632516,2024-03-24
Consensys,8992,60,60,60,0,0,2023200,2021708,2019800,2011649.0,1947232,1.0411866973082509,95.9609363873817,5.769528018431888,22.56476469299851,28.33429271143041,1.0,0.9850205944378542,0.9992625543693159,0.9453580206595212,0.9658487629122008,2024-03-24
A41,8991,75,71,71,0,0,2022975,2013250,2012813,2008290.0,1907632,1.0882976971773084,94.08656516356164,3.5519746256391342,22.525331698998038,26.07730632463734,0.9466666666666667,0.9769003571472707,0.9951927235877853,0.8933255391652992,0.913328461978312,2024-03-24
P2P.ORG - P2P Validator,8992,56,56,56,0,5,2023200,2021942,2020295,2016757.0,1970877,1.0394962518918485,98.00683550588232,4.9265484401950115,21.73309928499872,26.65964772519373,1.0,0.9898393633847371,0.9993782127323052,0.9516377688434825,0.9697736055271766,2024-03-24
Chorus One,8992,63,63,63,0,0,2023200,2022340,2020754,2015361.0,1936777,1.037291972498603,95.32017392624113,5.411460198176659,22.263851419998776,27.675311618178085,1.0,0.9840668248319494,0.9995749308026888,0.9482851062341007,0.967678191396313,2024-03-24
ChainLayer,8992,75,75,75,0,26,2023200,2022159,2020178,2014898.0,1953963,1.040825142783708,96.1206329528889,4.228731895886163,23.036411931998813,27.265143827885005,1.0,0.9867271319362066,0.99948546856465,0.9475361319299501,0.9672100824562189,2024-03-24
SenseiNode,8500,73,72,72,0,0,1912500,1911085,1909177,1902217.0,1826532,1.0433446035333274,98.20718651320757,4.6451311744298565,21.278383563997878,25.923514738427865,0.9863013698630136,0.982645054466231,0.9992601307189543,0.9411253216348232,0.9580663397203946,2024-03-24
P2P.org DS,15780,111,110,110,0,7,3549862,3548903,3545464,3531092.0,3418268,1.0375271174728486,93.4620036254545,6.672925127498413,39.83710534399771,46.510030471506376,0.990990990990991,0.9854677918935064,0.9997298486532716,0.9495670521287854,0.9651010292021125,2024-03-24
ChainSafe,9382,81,81,81,0,54,2110950,2110414,2108215,2102067.0,2051721,1.0370973403703478,98.28748159703703,5.5748819072955405,23.912184507998113,29.487066415297114,1.0,0.9888127778172545,0.9997460858855017,0.9532005008742522,0.9707503130464077,2024-03-24
P2P.org SSV,2314,9,9,7,0,2,387037,379565,380259,381020.0,326252,1.2322646117589648,93.41858365116279,0.19334525083224413,4.059879790999994,4.2532250418322395,0.7777777777777778,0.9366296590076229,0.9806943522195553,0.7454141001411592,0.7575504792548912,2024-03-24
RockLogic GmbH,8991,62,62,62,0,5,2022975,2010252,2008901,2007041.0,1814910,1.1202986138962474,90.6587540737778,5.267452540507572,21.793300395998386,27.060752936506276,1.0,0.9607718006071916,0.9937107477848218,0.8522096274952287,0.9076310171845179,2024-03-24
Ebunker,8991,73,73,73,0,0,2022975,2021279,2020699,2014379.0,1937919,1.0361860545129005,96.94260705889965,4.724942907221445,23.195337056997936,27.920279964219414,1.0,0.9841935762923417,0.999161630766569,0.9490269188582242,0.9681418242863902,2024-03-24
Kukis Global,9381,76,76,76,0,3,2110725,2110508,2108250,2103510.0,2056241,1.03613364160097,98.10424925919278,5.142787769890571,24.011465528998198,29.15425329889168,1.0,0.9898654095946495,0.9998971917232231,0.9552470873432177,0.9720294295895111,2024-03-24
Gateway.fm AS,500,3,3,3,0,0,112500,112248,112183,111667.0,105540,1.0575987909499047,,0.3034315237538461,1.173085901999998,1.4765174257538585,1.0,0.9759703703703704,0.99776,0.920750103984249,0.9504688149901556,2024-03-24
Staking Facilities,8400,61,61,61,0,1,1890000,1889009,1887270,1881029.0,1785239,1.0390193236791658,95.55769940757575,3.5807133678565912,21.299290855999082,24.880004223855686,1.0,0.9794599647266314,0.9994756613756614,0.942183050619005,0.9638644066368781,2024-03-24
Prysm Team at Offchain Labs,9382,82,82,82,0,65,2110950,2110471,2108300,2100015.0,2011034,1.0370854621293402,96.73050433832594,3.1096097235762326,24.110228266998202,27.21983799057448,1.0,0.9820774216979717,0.9997730879461854,0.9467441328097195,0.9667150830060747,2024-03-24
Sigma Prime,9382,76,76,76,0,0,2110950,2110479,2108061,2101167.0,2039130,1.038848698655997,96.10222819848865,4.928410325371785,24.55669417599817,29.48510450137292,1.0,0.986658139700135,0.9997768777090883,0.9495492419173798,0.9684682761983624,2024-03-24
Attestant (BVI) Limited,9382,67,67,67,0,37,2110950,2110673,2108353,2102997.0,2058464,1.0372327372949848,98.77179003636365,2.7950864721180073,23.783452864998157,26.578539337116176,1.0,0.9900461877353798,0.999868779459485,0.9543820183704462,0.9714887614815289,2024-03-24
Blockdaemon,9381,67,67,67,0,2,2110725,2109018,2107264,2100940.0,2014713,1.0422750352856567,97.66236594090907,3.2796756408760093,23.309399170998198,26.589074811874237,1.0,0.9827455810997011,0.9991912731407455,0.9421225445386674,0.9638265903366672,2024-03-24
CryptoManufaktur,9381,62,60,60,0,0,2110725,2110379,2108198,2102128.0,2056169,1.035848532771374,98.99702171141551,6.057265598409258,23.29198664399821,29.349252242407477,0.967741935483871,0.9896275766225665,0.9998360752821898,0.9552220434719871,0.9599170029764436,2024-03-24
Stakely,9357,78,77,77,0,2,2105325,2104658,2102604,2095675.0,2046703,1.0381626958982604,98.84333787259257,5.19876831387819,23.65013353699866,28.84890185087977,0.9871794871794872,0.9887597718483686,0.999683184306461,0.9521113801727031,0.9652619203002472,2024-03-24
Develp GmbH,100,0,0,,,,22500,22499,22476,22401.0,21866,1.034711111111112,,0.0,0.2124755430000001,0.2124755430000001,,0.9887851851851852,0.9999555555555556,0.9555722641416375,0.9555722641416375,2024-03-24
network,302690,2260,2246,2245,0,279,68104808,68028816,67972696,67765551.0,65267245,1.0460990489482362,95.50512435198226,149.38077920029968,759.8862239613995,909.2670031574584,0.9933628318584071,0.9838047068081693,0.9988841903790405,0.9394014544217356,0.9596369709604874,2024-03-24
Stakin,9260,65,65,65,0,48,2083500,2081229,2079487,2069433.0,1996680,1.04695904936664,97.92018505903086,3.8747991196882206,23.017393612998816,26.89219273268706,1.0,0.983217342612591,0.998910007199424,0.9380936564633476,0.9613085352895923,2024-03-24
stakefish,8490,60,60,60,0,0,1910250,1905862,1905519,1899212.0,1790358,1.0476247096820823,93.46508604299675,4.431572193719979,21.324620617998992,25.75619281171898,1.0,0.9763275313004406,0.9977029184661693,0.9298032189913893,0.9561270118696183,2024-03-24
Allnodes,8992,75,75,75,0,0,2023200,2022902,2020719,2014837.0,1970188,1.0363821130174493,99.01779766813183,4.398656240772509,22.963994287998798,27.362650528771315,1.0,0.9894793726110452,0.9998527085804666,0.9546031510609418,0.9716269694130887,2024-03-24
Kiln,8992,72,72,72,0,0,2023200,2021213,2019699,2014077.0,1964455,1.043847920720823,97.9522171769784,5.475291072949768,23.134129673998846,28.609420746951,1.0,0.988241564518255,0.9990178924476077,0.9457996566515162,0.9661247854071976,2024-03-24
DSRV,8992,64,64,64,0,0,2023200,2020584,2018978,2011678.0,1888909,1.050087341813447,92.0624503981567,4.3950146894124655,22.28557083699883,26.680585526411367,1.0,0.9752809081323316,0.9987069988137603,0.9275608132549404,0.9547255082843378,2024-03-24
Everstake,8992,63,63,63,0,0,2023200,2022504,2020696,2015172.0,1943675,1.0369681317730792,96.79974313877551,3.2316228181292423,22.10730449499855,25.338927313127808,1.0,0.985162613681297,0.999655990510083,0.9497145362694609,0.968571585168413,2024-03-24
BridgeTower,8992,60,59,59,0,9,2023200,2009200,2011789,2009019.0,1916732,1.0780480003644124,83.8183379464374,5.221407455738167,22.245367339998978,27.466774795737606,0.9833333333333333,0.978242388295769,0.9930802688809807,0.9011409637336631,0.9319631023335395,2024-03-24
Blockscape,8992,58,58,58,0,0,2023200,2021773,2020719,2014856.0,1922306,1.0360723542821213,95.98040770074076,3.021086848171286,22.395769018998855,25.416855867170156,1.0,0.9815936799789113,0.9992946816923686,0.9467498480503501,0.9667186550314688,2024-03-24
P2P.org Lido,8992,56,56,56,0,5,2023200,2021942,2020295,2016757.0,1970877,1.0394962518918471,98.00683550588235,4.9265484401950115,21.733099284998715,26.65964772519373,1.0,0.9898393633847371,0.9993782127323052,0.9516377688434837,0.9697736055271773,2024-03-24
RockX,8992,57,55,55,0,3,2023200,2022951,2020859,2016593.0,1970052,1.0352581291058236,98.2673243695652,3.547650361693882,22.1516941739988,25.699344535692703,0.9649122807017544,0.9897693422960326,0.9998769276393832,0.9559427752587576,0.9593063397998813,2024-03-24
Figment,8992,56,55,54,0,0,2023200,2022448,2020400,2014975.0,1954549,1.0398032598251457,95.88885321649484,2.5268638123393963,22.13918036299877,24.66604417533817,0.9642857142857143,0.9868729405562146,0.9996283115856069,0.9487430646097644,0.9545715582382457,2024-03-24
ParaFi Technologies LLC,8991,79,79,79,0,0,2022975,2022173,2020379,2012491.0,1968369,1.0377598380181745,98.85266566392693,5.0433210464552385,23.176374144997986,28.219695191461007,1.0,0.9888471187236619,0.9996035541714554,0.9524892544464267,0.9703057840290167,2024-03-24
RockawayX Infra,8991,71,70,70,0,0,2022975,2022219,2020389,2015497.0,1972222,1.0375773376280562,99.11018617021274,3.949234179311139,22.720237382997958,26.669471562309145,0.9859154929577465,0.9899789501435592,0.9996262929596262,0.9537688923529835,0.9658238675797697,2024-03-24
Numic,8991,68,68,68,0,1,2022975,2022019,2018368,2007264.0,1946165,1.0531775534617935,95.63515479389314,3.7645059308281685,22.632788301998076,26.39729423282646,1.0,0.9839958476995514,0.9995274286632312,0.9338699217748841,0.9586687011093026,2024-03-24
Simply Staking,9235,68,68,68,0,1,2077875,2071830,2068793,2061973.0,1895907,1.0825557234286998,95.28128290204086,4.23217971139287,22.47386374399871,26.706043455391725,1.0,0.9668006978283101,0.9970907778379354,0.8904743090348453,0.9315464431467783,2024-03-24
Nethermind,9382,71,71,71,0,0,2110950,2110268,2108247,2101901.0,2052769,1.0373358181875036,98.6220077622378,10.378698126086842,23.496006703998233,33.87470483008799,1.0,0.9889571046211422,0.9996769227125228,0.9530545245894987,0.9706590778684366,2024-03-24
P2P.org SSV,2564,19,19,19,0,4,533960,520237,522186,525957.0,426777,1.3099894053469183,,1.093960860709416,5.387940580999956,6.481901441709372,1.0,0.9207431268259795,0.974299573001723,0.6847991530689164,0.8029994706680728,2024-03-25
Attestant (BVI) Limited,9382,61,60,60,0,19,2110018,2109772,2104589,2107100.0,2053566,1.047304989075881,98.98623126222225,3.8609953161602273,23.08840821000175,26.949403526162126,0.9836065573770492,0.9897632784807207,0.9998834133168533,0.9449471697219984,0.9594444400926424,2024-03-25
P2P.org DS,15780,129,129,129,0,8,3550281,3549174,3542169,3536935.0,3419317,1.0462969691746007,93.30551515241831,10.985713503071088,41.459571655005064,52.44528515806358,1.0,0.9856892078871128,0.9996881936950907,0.941780290690087,0.9636126816813043,2024-03-25
CryptoManufaktur,9381,81,79,79,0,0,2109933,2109752,2104955,2106459.0,2051471,1.0441759568818993,98.87284038666668,8.080810546259569,23.775953855001916,31.856764401253763,0.9753086419753086,0.9894287322551633,0.9999142152855091,0.9474876795173676,0.9579205404390956,2024-03-25
Blockdaemon,9381,76,76,74,0,4,2109645,2108474,2104449,2104379.0,2024866,1.0477801478953348,97.48298945777786,5.243170970866661,23.583761162002187,28.82693213286123,0.9736842105263158,0.9849514965788083,0.9994449303081798,0.9395146317980049,0.9523282238211215,2024-03-25
SenseiNode,8500,74,74,74,0,3,1912500,1909380,1906171,1905605.0,1832392,1.0499467338092758,97.60117795022221,4.103282625689857,21.954967574002175,26.058250199691972,1.0,0.9837329847494554,0.9983686274509804,0.9354075955828202,0.9596297472392626,2024-03-25
ChainSafe,9382,73,72,72,0,52,2110239,2109679,2105149,2106438.0,2047413,1.0453019116490228,98.5000551111111,4.537832704621274,23.61178528300187,28.149617987623213,0.9863013698630136,0.9886715833293448,0.9997346272152111,0.94557295436183,0.9608461101747738,2024-03-25
Simply Staking,9235,70,69,69,0,1,2077875,2071326,2068414,2066552.0,1927753,1.0778324942950372,91.74469620148149,5.124691495526788,23.088890944002294,28.213582439529006,0.9857142857142858,0.972583208004973,0.9968482223425374,0.8995069708063298,0.9318347138968133,2024-03-25
Ebunker,8991,68,67,67,0,0,2022975,2021533,2018352,2018893.0,1945213,1.0453847545584947,97.83505042444445,4.55804188772021,22.652848565002518,27.21089045272262,0.9852941176470589,0.9857525014726661,0.9992871884229909,0.9422844951412883,0.9584131035809523,2024-03-25
RockawayX Infra,8991,67,67,66,0,0,2022975,2022314,2018079,2019174.0,1966947,1.0453183585398578,99.15416145629626,6.8617288411849335,23.077486657002627,29.939215498187348,0.9850746268656716,0.989335014026372,0.999673253500414,0.946134490218953,0.9607370414614725,2024-03-25
A41,8991,63,60,60,0,0,2022975,2012453,2011160,2013051.0,1902571,1.094698048570151,93.48278864666668,47.209900831731034,21.68096442800241,68.89086525969495,0.9523809523809523,0.9765785538625045,0.9947987493666506,0.887458532797828,0.9118044401414996,2024-03-25
RockX,8992,62,61,60,0,0,2023200,2022486,2018575,2019665.0,1963932,1.0437377661783025,98.75872548888884,4.22356267796127,22.76175457200197,26.985317249963373,0.967741935483871,0.9888908659549229,0.99964709371293,0.9471170941439595,0.9548514096464263,2024-03-25
Sigma Prime,9382,60,60,60,0,0,2110250,2109580,2104880,2104292.0,2033605,1.0484444593980455,96.42693368000005,25.19319214334016,23.27778325700193,48.470975400334986,1.0,0.9861038581526675,0.9996825020732141,0.9402412911677657,0.9626508069798535,2024-03-25
DSRV,8992,59,58,57,0,0,2023200,2020853,2016779,2016338.0,1912120,1.0573861448585076,97.06669612444446,5.102892796891399,21.65865786300213,26.761550659893633,0.9661016949152542,0.9795105114010808,0.9988399565045473,0.9252762024175397,0.9405857621041827,2024-03-25
Kiln,8992,58,56,55,0,1,2023200,2021635,2017224,2018301.0,1958514,1.0522027571596841,98.2681387413333,6.974885846242078,23.06182623200195,30.03671207823692,0.9482758620689655,0.9875509094503756,0.9992264729141953,0.9378297151939017,0.9417470202720506,2024-03-25
stakefish,8490,55,54,54,0,0,1910250,1907849,1905125,1904769.0,1815536,1.0506525400347928,95.82740488592589,3.8150511564910405,20.749868050002096,24.564919206493116,0.9818181818181818,0.9816219517515159,0.9987430964533438,0.933123092822312,0.9513837511957631,2024-03-25
